Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID223476,223476,10,228.11,2.18,2.839,0,128,128,0.052,1,-10921639,27529.701,26830,19842,36811,2670381,3177.6,0.198,0.014,0.235
ID216936,216936,10,95.62,2.177,2.86,0,129,129,0.052,1,-10921639,23738.124,23865,15778,32418,2302598,2883.208,0.168,0.01,0.155
ID218584,218584,10,93.328,2.19,2.838,0,130,130,0.052,1,-10921639,20165.773,19990,14902,26780,1956080,2599.525,0.03,0.005,0.079
ID220243,220243,10,90.203,2.182,2.861,0,131,131,0.052,1,-10921639,16217.196,16204,11552,23020,1573068,2169.539,0.198,-2.36E-04,-0.004
ID225128,225128,10,84.152,2.174,2.878,0,132,132,0.052,1,-10921639,13294.629,13190,7886,17926,1289579,2060.235,0.114,0.014,0.184
ID226787,226787,10,74.749,2.264,2.872,0,133,133,0.052,1,-10921639,11208.433,11202,6624,16136,1087218,1942.043,0.053,-5.97E-04,-0.007
ID241897,241897,10,76.337,2.295,2.91,0,142,142,0.052,1,-10921639,10528.825,10525,7264,13662,1021296,1419.994,0.198,0.017,0.247
ID248363,248363,10,172.651,2.282,2.917,0,143,143,0.052,1,-10921639,13423.309,13234,9377,19720,1302061,2102.047,0.06,0.022,0.269
ID245148,245148,10,161.257,2.276,2.911,0,144,144,0.052,1,-10921639,16101.742,15655,10641,21435,1561869,2482.045,0.198,0.014,0.176
ID243521,243521,10,136.638,2.279,2.925,0,145,145,0.052,1,-10921639,19216.515,19123,12801,23998,1864002,2522.788,0.115,0.014,0.212
ID246756,246756,10,271.609,2.268,2.96,0,146,146,0.052,1,-10921639,22020.887,21828,15808,28104,2136026,2615.846,0.093,0.04,0.643
ID253263,253263,10,133.742,2.275,2.919,0,147,147,0.052,1,-10921639,24393.897,24319,17737,30384,2366208,2758.366,0.083,0.009,0.155
ID251605,251605,10,239.942,2.281,2.931,0,148,148,0.052,1,-10921639,27216.918,26976,21684,37633,2640041,3205.646,0.093,0.026,0.428
ID249987,249987,10,303.535,2.269,2.967,0,149,149,0.052,1,-10921639,27135.289,27462,17672,35936,2632123,3208.524,0.03,0.019,0.315
ID254887,254887,10,188.951,2.265,2.985,0,150,150,0.052,1,-10921639,26501.825,26705,18490,33228,2570677,3156.651,0.198,0.008,0.13
ID258085,258085,10,323.538,2.273,2.973,0,151,151,0.052,1,-10921639,26184.392,25752,19684,34143,2539886,3118.898,0.198,0.023,0.384
ID261362,261362,10,158.736,2.265,2.97,0,152,152,0.052,1,-10921639,23541.268,23740,16536,32657,2283503,2809.929,0.144,0.006,0.108
ID256474,256474,10,146.036,2.277,2.962,0,153,153,0.052,1,-10921639,21196.619,21120,15469,26246,2056072,2514.642,0.188,0.014,0.232
ID259717,259717,10,171.116,2.246,2.995,0,154,154,0.052,1,-10921639,17956.948,17713,13128,24750,1741824,2616.538,0.155,0.02,0.272
ID264621,264621,10,113.242,2.258,3.002,0,156,156,0.052,1,-10921639,12670.278,12470,7152,19076,1229017,1897.42,0.155,0.018,0.241
ID267959,267959,10,72.447,2.261,2.975,0,157,157,0.052,1,-10921639,10669,10697,5998,14541,1034893,1688.225,0.189,0.006,0.07
ID269632,269632,10,85.145,2.301,3.055,0,158,158,0.052,1,-10921639,9366.412,9226,6065,16773,908542,1594.424,0.125,0.017,0.198
ID266322,266322,10,99.8,2.296,3.062,0,159,159,0.052,1,-10921639,8514.32,8405,4824,13118,825889,1582.165,0.186,0.014,0.15
ID271350,271350,10,84.708,2.257,3.071,0,160,160,0.052,1,-10921639,8053.515,8054,4044,11847,781191,1368.976,0.178,0.03,0.341
ID279727,279727,10,73.081,2.294,3.054,0,163,163,0.052,1,-10921639,7271.433,7063,3840,13678,705329,1488.06,0.032,0.008,0.075
ID278049,278049,10,79.672,2.303,3.047,0,164,164,0.052,1,-10921639,7755.763,7687,4796,12507,752309,1427.67,0.167,0.03,0.316
ID7579,7579,14,407.553,2.153,2.607,0,0,0,0.052,1,-10921639,41065.969,40642,31316,53187,3983399,3932.065,0.198,0.022,0.444
ID9263,9263,14,509.983,2.174,2.586,0,1,1,0.052,1,-10921639,44197.804,44342,35455,54728,4287187,4363.846,0.155,0.023,0.448
ID2504,2504,14,650.438,2.17,2.571,0,2,2,0.052,1,-10921639,47194.072,46854,35721,57387,4577825,4067.689,0.176,0.038,0.855
ID10939,10939,14,561.744,2.17,2.553,0,3,3,0.052,1,-10921639,47294.691,47549,37974,57066,4587585,4026.567,0.198,0.032,0.721
ID5873,5873,14,380.198,2.174,2.567,0,5,5,0.052,1,-10921639,42031.753,41575,31027,50856,4077080,4046.442,0.183,0.019,0.393
ID14355,14355,14,391.025,2.163,2.561,0,6,6,0.052,1,-10921639,37752.412,37633,28393,46182,3661984,3729.967,0.198,0.028,0.551
ID12636,12636,14,361.277,2.164,2.566,0,7,7,0.052,1,-10921639,32411.443,32625,25408,40337,3143910,3209.484,0.167,0.028,0.549
ID16052,16052,14,215.95,2.174,2.558,0,8,8,0.052,1,-10921639,26576.01,26777,17192,34276,2577873,3162.901,0.177,0.024,0.39
ID17780,17780,14,84.194,2.176,2.575,0,9,9,0.052,1,-10921639,21272.041,20984,15694,29011,2063388,2447.818,0.054,0.004,0.074
ID33409,33409,14,148.657,2.275,2.507,0,18,18,0.052,1,-10921639,17021.835,16945,11785,21546,1651118,2312.094,0.071,0.02,0.285
ID36876,36876,14,204.582,2.268,2.502,0,19,19,0.052,1,-10921639,20762.536,21336,14789,28999,2013966,2729.829,0.053,0.014,0.217
ID31697,31697,14,378.454,2.268,2.502,0,20,20,0.052,1,-10921639,26650.392,26903,18523,38578,2585088,3509.968,0.198,0.037,0.547
ID42001,42001,14,324.902,2.455,2.424,0,22,22,0.052,1,-10921639,37158.577,37041,28768,45436,3604382,3524.289,0.198,0.016,0.332
ID40282,40282,14,336.218,2.469,2.433,0,23,23,0.052,1,-10921639,38996.773,39343,30271,46622,3782687,3637.223,0.198,0.015,0.313
ID45402,45402,14,461.251,2.471,2.4,0,26,26,0.052,1,-10921639,43588.144,43876,35675,52961,4228050,3738.938,0.132,0.033,0.755
ID48765,48765,14,609.418,2.482,2.39,0,27,27,0.052,1,-10921639,42733.784,42970,32889,53713,4145177,4605.761,0.094,0.044,0.779
ID47087,47087,14,454.203,2.485,2.406,0,28,28,0.052,1,-10921639,39894.845,39663,27994,51827,3869800,4175.089,0.174,0.033,0.609
ID52159,52159,14,501.058,2.493,2.402,0,29,29,0.052,1,-10921639,37490.216,37445,29020,45978,3636551,3785.685,0.094,0.037,0.701
ID53857,53857,14,387.115,2.482,2.413,0,30,30,0.052,1,-10921639,34667.608,34759,27315,42904,3362758,3645.958,0.193,0.025,0.46
ID55573,55573,14,493.851,2.499,2.384,0,31,31,0.052,1,-10921639,30635.536,30669,21824,39175,2971647,3878.736,0.156,0.038,0.574
ID58385,58385,14,354.06,2.481,2.395,0,32,32,0.052,1,-10921639,26816.588,26577,19741,33393,2601209,2635.83,0.124,0.034,0.672
ID57705,57705,14,219.918,2.488,2.43,0,33,33,0.052,1,-10921639,22343.536,22316,14369,29557,2167323,2873.767,0.104,0.025,0.382
ID62457,62457,14,292.655,2.489,2.425,0,34,34,0.052,1,-10921639,18842.515,18806,13075,25058,1827724,2432.64,0.198,0.031,0.47
ID60686,60686,14,289.705,2.496,2.42,0,35,35,0.052,1,-10921639,16564.392,16349,10310,23562,1606746,2548.917,0.188,0.034,0.428
ID65878,65878,14,330.02,2.493,2.414,0,36,36,0.052,1,-10921639,14666.32,14298,7810,23888,1422633,2859.065,0.051,0.041,0.403
ID64157,64157,14,262.79,2.49,2.421,0,37,37,0.052,1,-10921639,13708.711,13388,8956,19173,1329745,2301.617,0.188,0.039,0.446
ID67619,67619,14,310.774,2.498,2.416,0,38,38,0.052,1,-10921639,13456.268,13129,8597,20480,1305258,2336.554,0.188,0.049,0.534
ID71089,71089,14,294.427,2.492,2.422,0,39,39,0.052,1,-10921639,12513.918,12150,8315,18857,1213850,2363.116,0.055,0.044,0.446
ID69351,69351,14,172.495,2.489,2.416,0,40,40,0.052,1,-10921639,12888.34,12667,8355,18322,1250169,2005.217,0.049,0.024,0.303
ID74536,74536,14,156.377,2.484,2.417,0,41,41,0.052,1,-10921639,13822.021,13662,10024,20485,1340736,2137.52,0.198,0.023,0.291
ID79736,79736,14,131.549,2.43,2.458,0,42,42,0.052,1,-10921639,14087.361,14000,9067,19014,1366474,2107.883,0.081,0.013,0.177
ID72840,72840,14,232.432,2.417,2.46,0,43,43,0.052,1,-10921639,16864.928,16588,10880,22436,1635898,2739.531,0.198,0.024,0.288
ID76290,76290,14,251.559,2.416,2.491,0,44,44,0.052,1,-10921639,20537.124,20490,14012,26504,1992101,2793.268,0.05,0.024,0.351
ID78018,78018,14,369.061,2.406,2.466,0,45,45,0.052,1,-10921639,27215.268,27253,20213,37302,2639881,3357.421,0.155,0.03,0.47
ID81442,81442,14,342.733,2.413,2.456,0,46,46,0.052,1,-10921639,32851.825,33315,24905,40918,3186627,3393.938,0.176,0.029,0.543
ID88153,88153,14,337.626,2.376,2.454,0,50,50,0.052,1,-10921639,49757.979,50101,37917,62021,4826524,4153.85,0.186,0.012,0.287
ID86472,86472,14,477.791,2.374,2.452,0,51,51,0.052,1,-10921639,50889.67,51302,39557,58504,4936298,4206.052,0.163,0.021,0.502
ID89816,89816,14,430.77,2.358,2.446,0,52,52,0.052,1,-10921639,51317.052,51591,43178,58442,4977754,3729.603,0.185,0.022,0.604
ID98235,98235,14,541.554,2.368,2.445,0,53,53,0.052,1,-10921639,49243.082,49616,36096,58416,4776579,4232.806,0.052,0.027,0.606
ID96522,96522,14,498.129,2.347,2.433,0,54,54,0.052,1,-10921639,45210.031,45155,37906,54195,4385373,3694.234,0.092,0.024,0.564
ID93135,93135,14,472.143,2.351,2.437,0,55,55,0.052,1,-10921639,40089.722,40524,28785,49119,3888703,3963.029,0.065,0.026,0.504
ID94829,94829,14,358.416,2.344,2.424,0,56,56,0.052,1,-10921639,34045.567,34389,27268,40299,3302420,2932.484,0.095,0.03,0.671
ID105097,105097,14,303.363,2.349,2.44,0,57,57,0.052,1,-10921639,28027.557,28321,20480,34522,2718673,3015.743,0.088,0.025,0.46
ID100663,100663,14,195.151,2.35,2.406,0,58,58,0.052,1,-10921639,21501.711,21932,15963,30328,2085666,2573.286,0.189,0.013,0.208
ID110238,110238,14,126.567,2.323,2.414,0,59,59,0.052,1,-10921639,17426.247,17288,11633,23404,1690346,2577.684,0.18,0.009,0.118
ID108519,108519,14,76.234,2.322,2.408,0,60,60,0.052,1,-10921639,13906.948,13846,9104,21223,1348974,2175.784,0.06,0.004,0.049
ID118817,118817,14,96.348,2.253,2.511,0,67,67,0.052,1,-10921639,11190.454,11073,6688,18036,1085474,2035.917,0.143,0.017,0.184
ID123846,123846,14,197.605,2.257,2.509,0,68,68,0.052,1,-10921639,14098.082,13760,9785,20169,1367514,2007.402,0.052,0.026,0.351
ID122207,122207,14,243.382,2.255,2.493,0,69,69,0.052,1,-10921639,18612.897,18400,13330,26005,1805451,2563.843,0.093,0.032,0.455
ID120529,120529,14,493.545,2.257,2.487,0,70,70,0.052,1,-10921639,25015.825,24993,17140,33060,2426535,3653.201,0.165,0.043,0.57
ID115409,115409,14,738.84,2.253,2.475,0,71,71,0.052,1,-10921639,32624.753,32610,22325,44029,3164601,4650.344,0.18,0.055,0.729
ID125602,125602,14,492.14,2.213,2.417,0,72,72,0.052,1,-10921639,20432.515,19822,14143,28832,1981954,3077.543,0.198,0.054,0.677
ID132679,132679,14,491.35,2.198,2.398,0,73,73,0.052,1,-10921639,43716.052,43774,36815,54617,4240457,3889.162,0.198,0.029,0.64
ID127578,127578,14,574.893,2.199,2.392,0,74,74,0.052,1,-10921639,49143.732,48898,38767,60871,4766942,4300.13,0.09,0.031,0.687
ID128111,128111,14,827.128,2.194,2.384,0,75,75,0.052,1,-10921639,53874.866,53733,43165,61588,5225862,4206.618,0.198,0.043,1.049
ID130398,130398,14,794.622,2.194,2.357,0,76,76,0.052,1,-10921639,54123.103,54106,44622,64467,5249941,4577.996,0.131,0.038,0.859
ID132833,132833,14,534.401,2.179,2.381,0,77,77,0.052,1,-10921639,48819.227,49072,37403,63293,4735465,5135.779,0.086,0.024,0.444
ID152090,152090,14,158.266,2.172,2.441,0,89,89,0.052,1,-10921639,8765.856,8530,5740,12082,850288,1591.263,0.17,0.041,0.436
ID153811,153811,14,227.211,2.164,2.429,0,90,90,0.052,1,-10921639,9226.093,9092,6016,12632,894931,1607.038,0.095,0.07,0.749
ID157211,157211,14,321.184,2.152,2.428,0,91,91,0.052,1,-10921639,10331.691,10065,7260,16883,1002174,1943.547,0.084,0.078,0.772
ID159209,159209,14,300.104,2.154,2.43,0,92,92,0.052,1,-10921639,11862.031,11474,6677,19414,1150617,2402.688,0.198,0.061,0.566
ID160113,160113,14,390.174,2.145,2.413,0,93,93,0.052,1,-10921639,15540.021,15281,11113,21970,1507382,2403.672,0.093,0.06,0.737
ID163995,163995,14,361.576,2.145,2.414,0,94,94,0.052,1,-10921639,20032.443,19889,13749,28236,1943147,2936.698,0.154,0.037,0.49
ID162318,162318,14,397.657,2.135,2.426,0,95,95,0.052,1,-10921639,25673.969,24958,18628,36674,2490375,3354.355,0.054,0.038,0.566
ID167305,167305,14,490.155,2.104,2.473,0,96,96,0.052,1,-10921639,31187.969,31051,23249,39327,3025233,3551.893,0.135,0.042,0.705
ID165657,165657,14,570.566,2.094,2.46,0,97,97,0.052,1,-10921639,36664.753,36695,29200,47961,3556481,3509.998,0.093,0.048,0.951
ID168920,168920,14,586.667,2.099,2.468,0,98,98,0.052,1,-10921639,40652.794,40908,33609,50840,3943321,3686.01,0.092,0.042,0.88
ID170552,170552,14,562.644,2.096,2.459,0,99,99,0.052,1,-10921639,43053.351,43166,32766,53327,4176175,4171.899,0.091,0.036,0.716
ID172166,172166,14,549.255,2.088,2.464,0,100,100,0.052,1,-10921639,43791.526,44139,34757,54275,4247778,4519.083,0.154,0.03,0.572
ID173803,173803,14,494.758,2.089,2.463,0,101,101,0.052,1,-10921639,44631.887,44570,37399,55659,4329293,3516.404,0.094,0.033,0.82
ID175450,175450,14,491.978,2.073,2.458,0,102,102,0.052,1,-10921639,40601.216,41109,30601,51730,3938318,4092.116,0.198,0.026,0.499
ID177086,177086,14,509.824,2.078,2.455,0,103,103,0.052,1,-10921639,39437.021,38512,31297,52941,3825391,3884.392,0.074,0.036,0.71
ID178688,178688,14,407.184,2.066,2.46,0,104,104,0.052,1,-10921639,33665.557,33275,25262,42552,3265559,3974.293,0.168,0.031,0.507
ID182040,182040,14,355.66,2.049,2.466,0,105,105,0.052,1,-10921639,28173.907,28069,18560,35505,2732869,3316.568,0.125,0.029,0.485
ID183675,183675,14,236.884,2.077,2.451,0,106,106,0.052,1,-10921639,23826.67,24071,16561,31922,2311187,3228.013,0.08,0.028,0.399
ID187035,187035,14,162.919,2.04,2.457,0,108,108,0.052,1,-10921639,16181.722,16147,11662,22301,1569627,2264.047,0.198,0.037,0.505
ID185357,185357,14,180.033,2.023,2.491,0,109,109,0.052,1,-10921639,13445.67,13112,9228,17818,1304230,2067.872,0.088,0.042,0.518
ID208754,208754,14,90.637,1.966,2.465,0,121,121,0.052,1,-10921639,26370.629,26139,18763,33709,2557951,2972.937,0.198,0.001,0.018
ID210418,210418,14,167.968,1.986,2.505,0,122,122,0.052,1,-10921639,29948.381,29712,23480,37720,2904993,3049.621,0.198,0.011,0.215
ID205500,205500,14,233.626,1.984,2.461,0,123,123,0.052,1,-10921639,34490.814,34087,25705,41886,3345609,3405.176,0.198,0.022,0.445
ID211997,211997,14,163.568,1.983,2.449,0,124,124,0.052,1,-10921639,35444.082,35293,25702,44781,3438076,3722.018,0.198,0.004,0.082
ID216816,216816,14,323.91,2.035,2.414,0,129,129,0.052,1,-10921639,28148.67,28374,21342,36903,2730421,3390.675,0.198,0.025,0.399
ID218468,218468,14,242.52,2.021,2.424,0,130,130,0.052,1,-10921639,23087.68,22919,16653,30893,2239505,2728.335,0.156,0.027,0.437
ID220113,220113,14,190.196,2.023,2.415,0,131,131,0.052,1,-10921639,18897.68,18920,13056,25322,1833075,2355.028,0.188,0.028,0.438
ID225002,225002,14,129.669,1.999,2.421,0,132,132,0.052,1,-10921639,15442.557,15318,10884,21115,1497928,2047.555,0.091,0.025,0.366
ID226660,226660,14,180.716,2.009,2.429,0,133,133,0.052,1,-10921639,13223.072,13090,9280,19529,1282638,1976.518,0.062,0.028,0.37
ID228335,228335,14,67.815,2.01,2.414,0,134,134,0.052,1,-10921639,10859.577,10792,7156,16220,1053379,1762.993,0.185,-0.004,-0.052
ID243414,243414,14,180.342,2.042,2.542,0,145,145,0.052,1,-10921639,23146.402,23220,16218,29063,2245201,2914.669,0.198,0.012,0.196
ID246636,246636,14,280.757,2.041,2.542,0,146,146,0.052,1,-10921639,27589.546,27375,21152,39285,2676186,3564.87,0.198,0.018,0.268
ID253155,253155,14,422.619,2.027,2.533,0,147,147,0.052,1,-10921639,31943.649,32170,23164,43223,3098534,3675.495,0.198,0.035,0.583
ID251494,251494,14,583.287,2.041,2.542,0,148,148,0.052,1,-10921639,35067.577,34875,25131,44601,3401555,4234.141,0.198,0.036,0.578
ID249877,249877,14,731.863,2.04,2.543,0,149,149,0.052,1,-10921639,36775.134,36787,24824,55271,3567188,4834.224,0.06,0.04,0.592
ID254770,254770,14,621.116,2.037,2.539,0,150,150,0.052,1,-10921639,36803.794,36272,27683,47371,3569968,4134.75,0.053,0.039,0.663
ID257967,257967,14,612.432,2.029,2.529,0,151,151,0.052,1,-10921639,35581.897,34988,26007,44508,3451444,4283.855,0.198,0.043,0.692
ID261244,261244,14,667.953,2.031,2.538,0,152,152,0.052,1,-10921639,33555.072,33456,24439,43663,3254842,4277.756,0.165,0.053,0.795
ID256364,256364,14,634.559,2.026,2.537,0,153,153,0.052,1,-10921639,29397.495,28805,21963,41166,2851557,3865.603,0.093,0.055,0.795
ID259583,259583,14,474.932,2.017,2.534,0,154,154,0.052,1,-10921639,23893.691,23524,16999,32305,2317688,3307.333,0.092,0.048,0.66
ID262853,262853,14,442.499,2.013,2.534,0,155,155,0.052,1,-10921639,19875.814,19530,13690,29310,1927954,3274.049,0.051,0.052,0.604
ID264494,264494,14,244.433,2.017,2.536,0,156,156,0.052,1,-10921639,16267.918,16206,10406,21281,1577988,2095.259,0.061,0.038,0.568
ID267826,267826,14,258.19,2.007,2.535,0,157,157,0.052,1,-10921639,13893.629,13850,8498,19609,1347682,2200.423,0.078,0.044,0.529
ID269490,269490,14,181.788,1.984,2.546,0,158,158,0.052,1,-10921639,12193.433,12315,6904,16976,1182763,1939.557,0.198,0.029,0.352
ID266168,266168,14,89.023,1.994,2.555,0,159,159,0.052,1,-10921639,10236.577,10217,6816,13682,992948,1638.342,0.184,0.023,0.275
ID7581,7581,21,601.983,3.302,2.607,0,0,0,0.052,1,-10921639,44558.773,44678,31800,58451,4322201,4580.767,0.198,0.03,0.575
ID9276,9276,21,662.233,3.328,2.626,0,1,1,0.052,1,-10921639,49049.639,49109,39642,58515,4757815,3993.01,0.186,0.045,1.062
ID2518,2518,21,642.789,3.318,2.613,0,2,2,0.052,1,-10921639,48008.402,48583,39727,55202,4656815,3846.341,0.198,0.038,0.925
ID10952,10952,21,823.958,3.319,2.592,0,3,3,0.052,1,-10921639,48741.67,48699,37554,56905,4727942,4073.959,0.155,0.06,1.354
ID4175,4175,21,804.949,3.316,2.578,0,4,4,0.052,1,-10921639,44118.866,44329,31631,53862,4279530,4193.805,0.093,0.053,1.06
ID5879,5879,21,753.249,3.323,2.584,0,5,5,0.052,1,-10921639,40084.485,39847,29738,49103,3888195,3987.101,0.198,0.054,1.031
ID14366,14366,21,570.423,3.328,2.583,0,6,6,0.052,1,-10921639,34751.928,34954,27572,43327,3370937,3478.143,0.198,0.048,0.92
ID12642,12642,21,482.336,3.334,2.583,0,7,7,0.052,1,-10921639,29582.763,29352,22338,37960,2869528,3458.948,0.162,0.047,0.761
ID16059,16059,21,482.876,3.33,2.579,0,8,8,0.052,1,-10921639,24869.278,24713,19017,33347,2412320,3246.735,0.093,0.044,0.648
ID17778,17778,21,362.879,3.331,2.566,0,9,9,0.052,1,-10921639,19932.175,19489,13432,27360,1933421,2792.533,0.198,0.038,0.528
ID22997,22997,21,200.622,3.328,2.556,0,10,10,0.052,1,-10921639,16321.907,15686,11954,22881,1583225,2178.768,0.075,0.025,0.361
ID21253,21253,21,120.827,3.345,2.558,0,11,11,0.052,1,-10921639,14161.103,14068,9808,18002,1373627,1788.096,0.198,0.023,0.356
ID29945,29945,21,150.982,3.429,2.528,0,14,14,0.052,1,-10921639,11603.814,11715,6434,15224,1125570,1864.119,0.053,0.03,0.363
ID28188,28188,21,121.967,3.432,2.537,0,15,15,0.052,1,-10921639,11764.794,11667,7832,16093,1141185,1705.577,0.198,0.025,0.335
ID26460,26460,21,130.566,3.402,2.569,0,16,16,0.052,1,-10921639,12715.33,12655,8033,17763,1233387,1985.837,0.19,0.025,0.307
ID35179,35179,21,136.188,3.394,2.585,0,17,17,0.052,1,-10921639,14970.876,14798,10724,22609,1452175,1937.304,0.152,0.023,0.342
ID33433,33433,21,305.21,3.394,2.584,0,18,18,0.052,1,-10921639,19568.691,19260,13312,28022,1898163,2916.732,0.051,0.04,0.513
ID36898,36898,21,342.314,3.385,2.571,0,19,19,0.052,1,-10921639,24914.062,24588,16787,34141,2416664,3183.428,0.177,0.031,0.477
ID31720,31720,21,234.771,3.391,2.56,0,20,20,0.052,1,-10921639,30561.732,30038,23486,39126,2964488,3204.328,0.198,0.023,0.438
ID38602,38602,21,302.828,3.4,2.564,0,21,21,0.052,1,-10921639,35332.454,35142,25857,45873,3427248,3600.241,0.187,0.022,0.414
ID42068,42068,21,162.378,3.43,2.656,0,22,22,0.052,1,-10921639,37743.928,37945,26263,45029,3661161,3589.912,0.021,-0.004,-0.082
ID50556,50556,21,278.812,3.425,2.644,0,25,25,0.052,1,-10921639,43775.515,43867,31459,53762,4246225,4537.123,0.198,7.65E-05,0.001
ID45470,45470,21,305.628,3.421,2.644,0,26,26,0.052,1,-10921639,44391.103,44543,35016,55170,4305937,4311.011,0.049,0.004,0.089
ID48843,48843,21,237.419,3.406,2.646,0,27,27,0.052,1,-10921639,42491.247,42442,31353,54578,4121651,4217.094,0.021,0.004,0.086
ID47154,47154,21,320.385,3.406,2.643,0,28,28,0.052,1,-10921639,41001.753,40769,31729,51621,3977170,3909.15,0.084,0.017,0.348
ID52216,52216,21,321.818,3.416,2.613,0,29,29,0.052,1,-10921639,37191.454,36934,27312,44718,3607571,3296.21,0.102,0.02,0.452
ID53913,53913,21,126.363,3.412,2.62,0,30,30,0.052,1,-10921639,31104.773,31365,23768,41039,3017163,3182.516,0.168,0.005,0.089
ID55640,55640,21,115.894,3.398,2.621,0,31,31,0.052,1,-10921639,25644.041,25764,18240,31452,2487472,2615.244,0.021,0.003,0.058
ID72887,72887,21,392.374,3.314,2.618,0,43,43,0.052,1,-10921639,18964.773,18542,13124,26074,1839583,2636.616,0.198,0.056,0.757
ID76325,76325,21,590.366,3.314,2.619,0,44,44,0.052,1,-10921639,25716.784,25675,16705,32619,2494528,3117.644,0.198,0.066,1.028
ID78055,78055,21,843.44,3.318,2.607,0,45,45,0.052,1,-10921639,33529.155,33244,24781,44819,3252328,4035.55,0.092,0.073,1.135
ID81492,81492,21,967.831,3.316,2.596,0,46,46,0.052,1,-10921639,40826.588,41033,29229,51422,3960179,4281.024,0.198,0.069,1.234
ID84848,84848,21,1163.736,3.31,2.597,0,47,47,0.052,1,-10921639,47578.918,47400,35890,59997,4615155,5138.044,0.198,0.07,1.204
ID86506,86506,21,908.627,3.317,2.578,0,51,51,0.052,1,-10921639,52725.485,52572,42987,61168,5114372,4443.755,0.165,0.046,1.049
ID89849,89849,21,765.752,3.318,2.565,0,52,52,0.052,1,-10921639,49763.062,49647,38301,59598,4827017,4351.67,0.187,0.039,0.858
ID98265,98265,21,640.082,3.309,2.566,0,53,53,0.052,1,-10921639,44598.948,44565,32980,60831,4326098,4857.514,0.088,0.034,0.604
ID96565,96565,21,378.078,3.314,2.561,0,54,54,0.052,1,-10921639,37877.144,37803,26750,46383,3674083,4067.98,0.198,0.017,0.303
ID93175,93175,21,232.918,3.308,2.561,0,55,55,0.052,1,-10921639,31452.979,31780,23857,39958,3050939,3466.299,0.198,0.013,0.231
ID94871,94871,21,159.797,3.313,2.562,0,56,56,0.052,1,-10921639,25537.196,25193,19008,35140,2477108,3241.624,0.021,0.004,0.063
ID100822,100822,21,77.754,3.364,2.543,0,63,63,0.052,1,-10921639,8704.351,8627,5836,12218,844322,1268.472,0.093,0.027,0.356
ID111987,111987,21,109.59,3.399,2.543,0,64,64,0.052,1,-10921639,8568.557,8407,5228,13040,831150,1678.282,0.136,0.031,0.309
ID113724,113724,21,99.02,3.355,2.538,0,65,65,0.052,1,-10921639,8713.536,8571,5106,12618,845213,1708.184,0.074,0.023,0.23
ID117108,117108,21,122.904,3.431,2.568,0,66,66,0.052,1,-10921639,9348.701,9278,6528,13387,906824,1509.762,0.096,0.043,0.506
ID118835,118835,21,162.772,3.43,2.554,0,67,67,0.052,1,-10921639,11185.464,11123,6586,16140,1084990,1978.23,0.172,0.024,0.265
ID123877,123877,21,316.437,3.454,2.559,0,68,68,0.052,1,-10921639,14623.505,14434,10181,22000,1418480,2433.015,0.198,0.05,0.575
ID122234,122234,21,414.587,3.446,2.55,0,69,69,0.052,1,-10921639,20083.196,19884,12806,27267,1948070,2988.196,0.089,0.054,0.693
ID120547,120547,21,567.666,3.436,2.549,0,70,70,0.052,1,-10921639,26306.021,26225,18922,34796,2551684,3508.576,0.084,0.06,0.842
ID115431,115431,21,705.461,3.44,2.544,0,71,71,0.052,1,-10921639,32727.443,32312,24741,42544,3174562,4077.05,0.083,0.056,0.845
ID125676,125676,21,327.342,3.522,2.686,0,72,72,0.052,1,-10921639,19674.763,19367,14216,25767,1908452,2665.014,0.072,0.032,0.454
ID132813,132813,21,771.277,3.505,2.631,0,73,73,0.052,1,-10921639,42001.402,41735,33770,56567,4074136,4632.939,0.086,0.046,0.795
ID127743,127743,21,826.566,3.507,2.627,0,74,74,0.052,1,-10921639,46194.588,46002,35550,57562,4480875,4258.808,0.084,0.051,1.054
ID128222,128222,21,790.112,3.499,2.622,0,75,75,0.052,1,-10921639,48424.237,48135,38149,59965,4697151,4568.138,0.094,0.048,0.976
ID130468,130468,21,675.923,3.512,2.619,0,76,76,0.052,1,-10921639,46215.278,46167,36829,56509,4482882,4634.781,0.093,0.035,0.68
ID132955,132955,21,636.692,3.506,2.617,0,77,77,0.052,1,-10921639,42830.495,42743,29925,52296,4154558,4521.745,0.055,0.039,0.713
ID137017,137017,21,393.45,3.508,2.613,0,78,78,0.052,1,-10921639,37784.485,37971,26944,47216,3665095,3840.485,0.051,0.023,0.448
ID138657,138657,21,340.597,3.515,2.613,0,79,79,0.052,1,-10921639,32666.99,33448,24873,42644,3168698,3292.853,0.096,0.026,0.495
ID140314,140314,21,317.981,3.519,2.608,0,80,80,0.052,1,-10921639,27404.515,27250,18438,35913,2658238,3324.845,0.185,0.029,0.461
ID135359,135359,21,70.298,3.568,2.566,0,81,81,0.052,1,-10921639,21881.66,22244,16364,30211,2122521,2606.392,0.185,0.004,0.066
